ACTION	SPLIT	PDB_ID	DIRECTORY
WOULD_CREATE	train	157D	/storage9920/home/tinghao.xia/Data/train/157d
WOULD_CREATE	train	165D	/storage9920/home/tinghao.xia/Data/train/165d
WOULD_CREATE	train	17RA	/storage9920/home/tinghao.xia/Data/train/17ra
WOULD_CREATE	train	1A3M	/storage9920/home/tinghao.xia/Data/train/1a3m
WOULD_CREATE	train	1A4D	/storage9920/home/tinghao.xia/Data/train/1a4d
WOULD_CREATE	train	1A51	/storage9920/home/tinghao.xia/Data/train/1a51
WOULD_CREATE	train	1A60	/storage9920/home/tinghao.xia/Data/train/1a60
WOULD_CREATE	train	1A9L	/storage9920/home/tinghao.xia/Data/train/1a9l
WOULD_CREATE	train	1AFX	/storage9920/home/tinghao.xia/Data/train/1afx
WOULD_CREATE	train	1AJF	/storage9920/home/tinghao.xia/Data/train/1ajf
WOULD_CREATE	train	1AJL	/storage9920/home/tinghao.xia/Data/train/1ajl
WOULD_CREATE	train	1AJT	/storage9920/home/tinghao.xia/Data/train/1ajt
WOULD_CREATE	train	1AJU	/storage9920/home/tinghao.xia/Data/train/1aju
WOULD_CREATE	train	1AKX	/storage9920/home/tinghao.xia/Data/train/1akx
WOULD_CREATE	train	1AL5	/storage9920/home/tinghao.xia/Data/train/1al5
WOULD_CREATE	train	1AM0	/storage9920/home/tinghao.xia/Data/train/1am0
WOULD_CREATE	train	1ANR	/storage9920/home/tinghao.xia/Data/train/1anr
WOULD_CREATE	train	1AQO	/storage9920/home/tinghao.xia/Data/train/1aqo
WOULD_CREATE	train	1ARJ	/storage9920/home/tinghao.xia/Data/train/1arj
WOULD_CREATE	train	1ATO	/storage9920/home/tinghao.xia/Data/train/1ato
WOULD_CREATE	train	1ATV	/storage9920/home/tinghao.xia/Data/train/1atv
WOULD_CREATE	train	1ATW	/storage9920/home/tinghao.xia/Data/train/1atw
WOULD_CREATE	train	1B36	/storage9920/home/tinghao.xia/Data/train/1b36
WOULD_CREATE	train	1BAU	/storage9920/home/tinghao.xia/Data/train/1bau
WOULD_CREATE	train	1BGZ	/storage9920/home/tinghao.xia/Data/train/1bgz
WOULD_CREATE	train	1BJ2	/storage9920/home/tinghao.xia/Data/train/1bj2
WOULD_CREATE	train	1BN0	/storage9920/home/tinghao.xia/Data/train/1bn0
WOULD_CREATE	train	1BVJ	/storage9920/home/tinghao.xia/Data/train/1bvj
WOULD_CREATE	train	1BYJ	/storage9920/home/tinghao.xia/Data/train/1byj
WOULD_CREATE	train	1BZ2	/storage9920/home/tinghao.xia/Data/train/1bz2
WOULD_CREATE	train	1BZ3	/storage9920/home/tinghao.xia/Data/train/1bz3
WOULD_CREATE	train	1BZT	/storage9920/home/tinghao.xia/Data/train/1bzt
